chapter,dialogue,speaker,receiver
1.3,“I shall be happy to give you any help I can. In the meantime I should like to speak to the constable who found the body. Can you give me his name and address?”,Sherlock Holmes,Gregson
1.3,"“John Rance,”",Lestrade,Sherlock Holmes
1.3,"“He is off duty now. You will find him at 46, Audley Court, Kennington Park Gate.”",Lestrade,Sherlock Holmes
1.3,"“Come along, Doctor,”",Sherlock Holmes,John Watson
1.3,"“we shall go and look him up. I’ll tell you one thing which may help you in the case,”",Sherlock Holmes,John Watson
1.3,"“we shall go and look him up. I’ll tell you one thing which may help you in the case,”",Sherlock Holmes,Lestrade
1.3,"“we shall go and look him up. I’ll tell you one thing which may help you in the case,”",Sherlock Holmes,Gregson
1.3,"“There has been murder done, and the murderer was a man. He was more than six feet high, was in the prime of life, had small feet for his height, wore coarse, square-toed boots and smoked a Trichinopoly cigar. He came here with his victim in a four-wheeled cab, which was drawn by a horse with three old shoes and one new one on his off fore leg. In all probability the murderer had a florid face, and the finger-nails of his right hand were remarkably long. These are only a few indications, but they may assist you.”",Sherlock Holmes,Gregson
1.3,"“There has been murder done, and the murderer was a man. He was more than six feet high, was in the prime of life, had small feet for his height, wore coarse, square-toed boots and smoked a Trichinopoly cigar. He came here with his victim in a four-wheeled cab, which was drawn by a horse with three old shoes and one new one on his off fore leg. In all probability the murderer had a florid face, and the finger-nails of his right hand were remarkably long. These are only a few indications, but they may assist you.”",Sherlock Holmes,Lestrade
1.3,"“If this man was murdered, how was it done?”",Lestrade,Sherlock Holmes
1.3,"“Poison,”",Sherlock Holmes,Lestrade
1.3,"“One other thing, Lestrade,”",Sherlock Holmes,Lestrade
1.3,"“‘Rache,’ is the German for ‘revenge;’ so don’t lose your time looking for Miss Rachel.”",Sherlock Holmes,Lestrade
1.4,"“There is nothing like first hand evidence,”",Sherlock Holmes,John Watson
1.4,"“as a matter of fact, my mind is entirely made up upon the case, but still we may as well learn all that is to be learned.”",Sherlock Holmes,John Watson
1.4,"“You amaze me, Holmes,”",John Watson,Sherlock Holmes
1.4,“Surely you are not as sure as you pretend to be of all those particulars which you gave.”,John Watson,Sherlock Holmes
1.4,"“There’s no room for a mistake,”",Sherlock Holmes,John Watson
1.4,"“The very first thing which I observed on arriving there was that a cab had made two ruts with its wheels close to the curb. Now, up to last night, we have had no rain for a week, so that those wheels which left such a deep impression must have been there during the night. There were the marks of the horse’s hoofs, too, the outline of one of which was far more clearly cut than that of the other three, showing that that was a new shoe. Since the cab was there after the rain began, and was not there at any time during the morning—I have Gregson’s word for that—it follows that it must have been there during the night, and, therefore, that it brought those two individuals to the house.”",Sherlock Holmes,John Watson
1.4,"“That seems simple enough,”",John Watson,Sherlock Holmes
1.4,“but how about the other man’s height?”,John Watson,Sherlock Holmes
1.4,"“Why, the height of a man, in nine cases out of ten, can be told from the length of his stride. It is a simple calculation enough, though there is no use my boring you with figures. I had this fellow’s stride both on the clay outside and on the dust within. Then I had a way of checking my calculation. When a man writes on a wall, his instinct leads him to write about the level of his own eyes. Now that writing was just over six feet from the ground. It was child’s play.”",Sherlock Holmes,John Watson
1.4,“And his age?”,John Watson,Sherlock Holmes
1.4,"“Well, if a man can stride four and a-half feet without the smallest effort, he can’t be quite in the sere and yellow. That was the breadth of a puddle on the garden walk which he had evidently walked across. Patent-leather boots had gone round, and Square-toes had hopped over. There is no mystery about it at all. I am simply applying to ordinary life a few of those precepts of observation and deduction which I advocated in that article. Is there anything else that puzzles you?”",Sherlock Holmes,John Watson
1.4,"“The finger nails and the Trichinopoly,”",John Watson,Sherlock Holmes
1.4,"“The writing on the wall was done with a man’s forefinger dipped in blood. My glass allowed me to observe that the plaster was slightly scratched in doing it, which would not have been the case if the man’s nail had been trimmed. I gathered up some scattered ash from the floor. It was dark in colour and flakey—such an ash as is only made by a Trichinopoly. I have made a special study of cigar ashes—in fact, I have written a monograph upon the subject. I flatter myself that I can distinguish at a glance the ash of any known brand, either of cigar or of tobacco. It is just in such details that the skilled detective differs from the Gregson and Lestrade type.”",Sherlock Holmes,John Watson
1.4,“And the florid face?”,John Watson,Sherlock Holmes
1.4,"“Ah, that was a more daring shot, though I have no doubt that I was right. You must not ask me that at the present state of the affair.”",Sherlock Holmes,John Watson
1.4,"“My head is in a whirl,”",John Watson,Sherlock Holmes
1.4,"“the more one thinks of it the more mysterious it grows. How came these two men—if there were two men—into an empty house? What has become of the cabman who drove them? How could one man compel another to take poison? Where did the blood come from? What was the object of the murderer, since robbery had no part in it? How came the woman’s ring there? Above all, why should the second man write up the German word RACHE before decamping? I confess that I cannot see any possible way of reconciling all these facts.”",John Watson,Sherlock Holmes
1.4,"“You sum up the difficulties of the situation succinctly and well,”",Sherlock Holmes,John Watson
1.4,"“There is much that is still obscure, though I have quite made up my mind on the main facts. As to poor Lestrade’s discovery it was simply a blind intended to put the police upon a wrong track, by suggesting Socialism and secret societies. It was not done by a German. The A, if you noticed, was printed somewhat after the German fashion. Now, a real German invariably prints in the Latin character, so that we may safely say that this was not written by one, but by a clumsy imitator who overdid his part. It was simply a ruse to divert inquiry into a wrong channel. I’m not going to tell you much more of the case, Doctor. You know a conjuror gets no credit when once he has explained his trick, and if I show you too much of my method of working, you will come to the conclusion that I am a very ordinary individual after all.”",Sherlock Holmes,John Watson
1.4,"“I shall never do that,”",John Watson,Sherlock Holmes
1.4,“you have brought detection as near an exact science as it ever will be brought in this world.”,John Watson,Sherlock Holmes
1.4,"“I’ll tell you one other thing,”",Sherlock Holmes,John Watson
1.4,"“Patent-leathers and Square-toes came in the same cab, and they walked down the pathway together as friendly as possible—arm-in-arm, in all probability. When they got inside they walked up and down the room—or rather, Patent-leathers stood still while Square-toes walked up and down. I could read all that in the dust; and I could read that as he walked he grew more and more excited. That is shown by the increased length of his strides. He was talking all the while, and working himself up, no doubt, into a fury. Then the tragedy occurred. I’ve told you all I know myself now, for the rest is mere surmise and conjecture. We have a good working basis, however, on which to start. We must hurry up, for I want to go to Halle’s concert to hear Norman Neruda this afternoon.”",Sherlock Holmes,John Watson
1.4,"“That’s Audley Court in there,”",Sherlock Holmes,Cab Driver
1.4,“You’ll find me here when you come back.”,Sherlock Holmes,Cab Driver
1.4,"“I made my report at the office,”",John Rance,Sherlock Holmes
1.4,"“We thought that we should like to hear it all from your own lips,”",Sherlock Holmes,John Rance
1.4,"“I shall be most happy to tell you anything I can,”",John Rance,Sherlock Holmes
1.4,“Just let us hear it all in your own way as it occurred.”,Sherlock Holmes,John Rance
1.4,"“I’ll tell it ye from the beginning,”",John Rance,Sherlock Holmes
1.4,"“My time is from ten at night to six in the morning. At eleven there was a fight at the ‘White Hart’; but bar that all was quiet enough on the beat. At one o’clock it began to rain, and I met Harry Murcher—him who has the Holland Grove beat—and we stood together at the corner of Henrietta Street a-talkin’. Presently—maybe about two or a little after—I thought I would take a look round and see that all was right down the Brixton Road. It was precious dirty and lonely. Not a soul did I meet all the way down, though a cab or two went past me. I was a strollin’ down, thinkin’ between ourselves how uncommon handy a four of gin hot would be, when suddenly the glint of a light caught my eye in the window of that same house. Now, I knew that them two houses in Lauriston Gardens was empty on account of him that owns them who won’t have the drains seen to, though the very last tenant what lived in one of them died o’ typhoid fever. I was knocked all in a heap therefore at seeing a light in the window, and I suspected as something was wrong. When I got to the door——”",John Rance,Sherlock Holmes
